time,seconds_elapsed,z,y,x
1698563422137246200,0.10324609375,9.866804122924805,-0.1902294009923935,1.0974082946777344
1698563422176836000,0.142836181640625,9.77109146118164,-0.47288158535957336,0.5443671345710754
1698563422186794200,0.152794189453125,9.862018585205078,-0.32183465361595154,0.4701896607875824
1698563422196752100,0.162752197265625,9.82373332977295,-0.12323036789894104,0.3481557071208954
1698563422206450400,0.172450439453125,9.9771728515625,0.20009979605674744,0.22103698551654816
1698563422216408300,0.182408203125,9.842875480651855,0.017946170642971992,-0.2793620526790619
1698563422226366500,0.192366455078125,9.893125534057617,-0.12801600992679596,-0.45643091201782227
1698563422236059400,0.202059326171875,9.89551830291748,-0.010767702013254166,-0.4827519655227661
1698563422246017300,0.212017333984375,9.9771728515625,0.04666004329919815,-0.1618146300315857
1698563422255975200,0.22197509765625,9.94845962524414,-0.1663011759519577,0.9729815125465393
1698563422265673500,0.231673583984375,9.840482711791992,-0.6810571551322937,2.236989974975586
1698563422275631600,0.241631591796875,9.905089378356934,-0.5470590591430664,2.213061809539795
1698563422285589500,0.251589599609375,9.845269203186035,-0.21655045449733734,0.9849455952644348
1698563422295288800,0.261288818359375,9.81655502319336,-0.24287149310112,0.5802595019340515
1698563422305246700,0.271246826171875,9.818947792053223,0.09002995491027832,0.7022934556007385
1698563422315204900,0.281204833984375,9.838089942932129,0.30299118161201477,0.534795880317688
1698563422324880400,0.29088037109375,9.854840278625488,0.2503490746021271,0.4414757788181305
1698563422334838300,0.30083837890625,9.885947227478027,0.13549357652664185,0.4989035129547119
1698563422344796200,0.310796142578125,9.897911071777344,-0.0011964113218709826,0.4582255482673645
1698563422354513200,0.32051318359375,9.878767967224121,-0.11126625537872314,0.44386860728263855
1698563422364471000,0.330470947265625,9.866804122924805,-0.16151553392410278,0.589830756187439
1698563422374429200,0.34042919921875,9.878767967224121,-0.15194423496723175,0.6592226624488831
1698563422384126200,0.350126220703125,9.859625816345215,-0.10408778488636017,0.589830756187439
