time,seconds_elapsed,z,y,x
1698563422146904000,0.112904052734375,0,0,0
1698563422156862200,0.1228623046875,0,0,0
1698563422166820000,0.132820068359375,0,0,0
1698563422176536300,0.142536376953125,0,0,0
1698563422186494200,0.152494140625,-0.04812049865722656,-0.1420215368270874,-0.27453166246414185
1698563422196452000,0.1624521484375,0.028380393981933594,0.007765531539916992,-0.22942796349525452
1698563422206150400,0.172150390625,-0.007498741149902344,0.15994125604629517,-0.26047080755233765
1698563422216108300,0.1821083984375,0.11661624908447266,0.39315009117126465,-0.30727264285087585
1698563422226066400,0.19206640625,-0.014688491821289062,0.18098114430904388,-0.6685652136802673
1698563422235759400,0.20175927734375,0.03012561798095703,0.028152599930763245,-0.7159358263015747
1698563422245717200,0.21171728515625,0.02797985076904297,0.11794666945934296,-0.6364536285400391
1698563422255675100,0.221675048828125,0.09693241119384766,0.13957583904266357,-0.2740715742111206
1698563422265373700,0.231373779296875,0.06122303009033203,-0.0887095034122467,0.7725409269332886
1698563422275331600,0.24133154296875,-0.042403221130371094,-0.5785256028175354,1.8481104373931885
1698563422285289500,0.25128955078125,0.020277023315429688,-0.4406667947769165,1.6677663326263428
1698563422294988800,0.26098876953125,-0.036388397216796875,-0.1288621723651886,0.3986034393310547
1698563422304946700,0.27094677734375,-0.06015968322753906,-0.1614941656589508,-0.01304715871810913
1698563422314904800,0.28090478515625,-0.053780555725097656,0.1515999287366867,0.09849625825881958
1698563422324580400,0.290580322265625,-0.03236579895019531,0.3408306837081909,-0.06646114587783813
1698563422334538200,0.300538330078125,-0.014522552490234375,0.2738055884838104,-0.15298447012901306
1698563422344496000,0.31049609375,0.01583576202392578,0.15174929797649384,-0.09272211790084839
1698563422354213000,0.320213134765625,0.026475906372070312,0.012530386447906494,-0.12865868210792542
1698563422364171300,0.330171142578125,0.0070667266845703125,-0.09967412799596786,-0.13784286379814148
1698563422374129200,0.340129150390625,-0.004619598388671875,-0.15552039444446564,0.006838858127593994
1698563422383826200,0.349826171875,0.007018089294433594,-0.15706069767475128,0.07288676500320435
1698563422393784000,0.3597841796875,-0.011653900146484375,-0.12769019603729248,0.004768311977386475
1698563422403742200,0.3697421875,0.0025196075439453125,-0.10737694799900055,-0.02912759780883789
1698563422413414400,0.379414306640625,-0.0712575912475586,0.016333557665348053,-0.05765795707702637
1698563422423372300,0.389372314453125,-0.04099082946777344,0.2149343192577362,-0.12415370345115662
1698563422433330400,0.399330322265625,-0.025714874267578125,0.292867511510849,-0.09897211194038391
1698563422443043600,0.409043701171875,-0.006394386291503906,0.24729318916797638,-0.045656561851501465
1698563422453001700,0.419001708984375,-0.00391387939453125,0.16738645732402802,-0.0851660668849945
1698563422462959600,0.428959716796875,0.014700889587402344,0.0825946182012558,-0.04547011852264404
1698563422472657400,0.438657470703125,0.011896133422851562,-0.019801363348960876,-0.012105107307434082
1698563422482615300,0.448615234375,-0.01398468017578125,-0.02103160321712494,-0.025850117206573486
1698563422492573400,0.458573486328125,0.012006759643554688,0.007252916693687439,-0.010668158531188965
1698563422502289400,0.468289306640625,0.0186920166015625,-0.024391040205955505,-0.0067636966705322266
1698563422512247300,0.478247314453125,0.0205841064453125,-0.06969046592712402,-0.02531212568283081
1698563422522205400,0.488205322265625,0.003841400146484375,-0.13172554969787598,-0.020336151123046875
1698563422531899100,0.497899169921875,0.0038509368896484375,-0.06903307139873505,-0.021664053201675415
1698563422541857000,0.50785693359375,-0.019494056701660156,0.04843473434448242,-0.022112160921096802
1698563422551815200,0.517815185546875,-0.030637741088867188,0.16541838645935059,-0.04026666283607483
1698563422561493000,0.527492919921875,-0.013523101806640625,0.22920581698417664,-0.054675668478012085
1698563422571451000,0.537450927734375,0.035881996154785156,0.18437662720680237,-0.06569823622703552
1698563422581409000,0.547408935546875,0.051468849182128906,0.13543301820755005,-0.036304324865341187
1698563422591101700,0.557101806640625,0.0668172836303711,0.1015826016664505,0.00007408857345581055
1698563422601059800,0.567059814453125,0.1100912094116211,-0.007859095931053162,0.06859874725341797
1698563422611017700,0.577017822265625,0.11750507354736328,-0.09454146027565002,0.17644190788269043
1698563422620738800,0.58673876953125,0.06164073944091797,-0.10589094460010529,0.2663765549659729
1698563422630697000,0.596697021484375,-0.13142681121826172,-0.1964314579963684,0.03051912784576416
1698563422640654800,0.60665478515625,-0.3538360595703125,-0.3075588643550873,-0.28152477741241455
1698563422650341000,0.616341064453125,-0.4740028381347656,-0.15573185682296753,-0.22142642736434937
1698563422660281900,0.62628173828125,-0.28971385955810547,0.05342130362987518,0.009625136852264404
1698563422670222600,0.63622265625,0.2855367660522461,0.04836416244506836,-0.023880571126937866
1698563422679957800,0.645957763671875,0.5451669692993164,0.018272116780281067,-0.09208241105079651
1698563422689898500,0.6558984375,-0.03137969970703125,-0.0014057755470275879,-0.0342235267162323
1698563422699839200,0.665839111328125,0.04667854309082031,-0.021548017859458923,0.02469426393508911
1698563422709553200,0.67555322265625,0.02701568603515625,-0.026260167360305786,0.0466766357421875
1698563422719494000,0.685493896484375,0.02187061309814453,0.00868639349937439,0.020476102828979492
1698563422729434600,0.6954345703125,0.007439613342285156,0.04767535626888275,0.0013414621353149414
1698563422739177200,0.70517724609375,0.0026569366455078125,0.03517910838127136,-0.005782008171081543
1698563422749118000,0.715117919921875,-0.004420280456542969,0.017319396138191223,0.03643923997879028
1698563422759058700,0.72505859375,-0.030284881591796875,0.03368254005908966,0.07322007417678833
1698563422768775400,0.734775390625,-0.032240867614746094,0.04457372426986694,0.0712481141090393
1698563422778716000,0.7447158203125,-0.017721176147460938,0.056819841265678406,0.09215247631072998
1698563422788656600,0.75465673828125,-0.012866020202636719,0.07539887726306915,0.13589859008789062
1698563422798456300,0.764456298828125,0.01785755157470703,0.054929718375205994,0.06558477878570557
1698563422808397000,0.77439697265625,0.029282569885253906,-0.02447974681854248,-0.06925967335700989
1698563422818337800,0.784337890625,0.009917259216308594,-0.12978076934814453,-0.09238693118095398
1698563422828024800,0.79402490234375,0.005011558532714844,-0.16586187481880188,-0.08137312531471252
1698563422837965600,0.803965576171875,0.0095977783203125,-0.17017200589179993,-0.08869656920433044
1698563422847906300,0.81390625,-0.002361297607421875,-0.08812349289655685,-0.06288692355155945
1698563422857624800,0.823624755859375,-0.004719734191894531,-0.030914001166820526,-0.023113340139389038
1698563422867565600,0.833565673828125,-0.016478538513183594,0.019559577107429504,-0.0152321457862854
1698563422877506000,0.843506103515625,-0.02334308624267578,0.13075584173202515,0.04307997226715088
1698563422887287600,0.85328759765625,-0.004181861877441406,0.16461659967899323,0.0478898286819458
1698563422897228000,0.86322802734375,0.009977340698242188,0.10360725224018097,-0.032439738512039185
1698563422907169000,0.8731689453125,0.02863597869873047,-0.011290647089481354,-0.05221244692802429
1698563422916832300,0.882832275390625,0.004609107971191406,-0.08762834966182709,0.01154935359954834
1698563422926773000,0.89277294921875,0.0186767578125,-0.12050706893205643,0.02726614475250244
1698563422936713700,0.902713623046875,-0.005157470703125,-0.1226944550871849,0.02211916446685791
1698563422946458400,0.912458251953125,0.0137786865234375,-0.08043723553419113,-0.031707555055618286
